Reference #,Adjustment Account,Date,Posting Period,Memo,Subsidiary,Department,Item,Item,Item ID,Item ID Sandipan,Location,Units,Adjust Qty By,Est. Unit Cost,Department,Class,Memo,,Lot/Serial (for lot numbered item),Expiration Date (for lot numbered item),Lot Quantity (for lot numbered item)
,7028 Valuation Adjustments,4/16/2025,,Opening Balance,Western Consolidated Technologies,,10652,10652,46585,#N/A,WCT HQ,LB,,9.89,,4Z,,E1-RAW,4/30/2025,,115.77
,7029 Valuation Adjustments,4/17/2025,,Opening Balance,Western Consolidated Technologies,,10653,10653,49726,#N/A,WCT HQ,LB,,11.12,,4Z,,E1-RAW,4/30/2025,,66.1
,7030 Valuation Adjustments,4/17/2025,,Opening Balance,Western Consolidated Technologies,,10654,10654,49727,#N/A,WCT HQ,LB,,13.34,,4Z,,E1-RAW,4/30/2025,,19.414
,7031 Valuation Adjustments,11/12/2021,,Opening Balance,Western Consolidated Technologies,,10657,10657,49729,#N/A,WCT HQ,LB,,11.1,,4Z,,E1-RAW,4/30/2025,,250
,7032 Valuation Adjustments,1/27/2022,,Opening Balance,Western Consolidated Technologies,,10659,10659,49731,#N/A,WCT HQ,LB,,18.86,,4Z,,E1-RAW,4/30/2025,,27.46
,7033 Valuation Adjustments,8/1/2022,,Opening Balance,Western Consolidated Technologies,,10661,10661,49733,#N/A,WCT HQ,FT,,1.78,,4Z,,E1-RAW,4/30/2025,,17.5
,7034 Valuation Adjustments,5/12/2022,,Opening Balance,Western Consolidated Technologies,,10662,10662,49734,#N/A,WCT HQ,FT,,7.2,,4Z,,E1-RAW,4/30/2025,,21.25
,7035 Valuation Adjustments,6/1/2022,,Opening Balance,Western Consolidated Technologies,,10663,10663,49735,#N/A,WCT HQ,FT,,10.5,,4Z,,E1-RAW,4/30/2025,,80.5
,7036 Valuation Adjustments,4/9/2025,,Opening Balance,Western Consolidated Technologies,,10667,10667,49738,#N/A,WCT HQ,LB,,10.92,,4Z,,E1-RAW,4/30/2025,,153
,7037 Valuation Adjustments,4/8/2025,,Opening Balance,Western Consolidated Technologies,,10668,10668,49739,#N/A,WCT HQ,LB,,12.51,,4Z,,E1-RAW,4/30/2025,,18.66
,7038 Valuation Adjustments,6/29/2022,,Opening Balance,Western Consolidated Technologies,,10669,10669,49740,#N/A,WCT HQ,FT,,1.07,,4Z,,E1-RAW,4/30/2025,,10.06
,7039 Valuation Adjustments,1/30/2025,,Opening Balance,Western Consolidated Technologies,,10670,10670,49741,#N/A,WCT HQ,FT,,1.75,,4Z,,E1-RAW,4/30/2025,,5
,7040 Valuation Adjustments,3/24/2025,,Opening Balance,Western Consolidated Technologies,,10671,10671,49742,#N/A,WCT HQ,LB,,12.18,,4Z,,E1-RAW,4/30/2025,,106.84
,7041 Valuation Adjustments,3/28/2025,,Opening Balance,Western Consolidated Technologies,,10672,10672,49743,#N/A,WCT HQ,LB,,10.48,,4Z,,E1-RAW,4/30/2025,,154.57
,7042 Valuation Adjustments,12/30/2024,,Opening Balance,Western Consolidated Technologies,,10674,10674,49745,#N/A,WCT HQ,LB,,11.3,,4Z,,E1-RAW,4/30/2025,,50.03
,7043 Valuation Adjustments,12/5/2024,,Opening Balance,Western Consolidated Technologies,,10675,10675,49746,#N/A,WCT HQ,LB,,10.5,,4Z,,E1-RAW,4/30/2025,,20.13
,7044 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,10677,10677,49747,#N/A,WCT HQ,LB,,16.41,,4Z,,E1-RAW,4/30/2025,,0.12
,7045 Valuation Adjustments,4/9/2025,,Opening Balance,Western Consolidated Technologies,,10678,10678,49748,#N/A,WCT HQ,LB,,13.84,,4Z,,E1-RAW,4/30/2025,,2.5
,7046 Valuation Adjustments,12/12/2024,,Opening Balance,Western Consolidated Technologies,,10679,10679,49749,#N/A,WCT HQ,LB,,10.56,,4Z,,E1-RAW,4/30/2025,,65
,7047 Valuation Adjustments,4/10/2025,,Opening Balance,Western Consolidated Technologies,,10680,10680,49750,#N/A,WCT HQ,LB,,11.9,,4Z,,E1-RAW,4/30/2025,,6.72
,7048 Valuation Adjustments,4/21/2025,,Opening Balance,Western Consolidated Technologies,,10681,10681,49751,#N/A,WCT HQ,LB,,16.08,,4Z,,E1-RAW,4/30/2025,,4.17
,7049 Valuation Adjustments,3/5/2025,,Opening Balance,Western Consolidated Technologies,,10683,10683,49753,#N/A,WCT HQ,LB,,12.91,,4Z,,E1-RAW,4/30/2025,,80
,7050 Valuation Adjustments,4/22/2025,,Opening Balance,Western Consolidated Technologies,,10684,10684,49754,#N/A,WCT HQ,LB,,17.05,,4Z,,E1-RAW,4/30/2025,,316.87
,7051 Valuation Adjustments,11/10/2023,,Opening Balance,Western Consolidated Technologies,,10686,10686,49756,#N/A,WCT HQ,LB,,15.62,,4Z,,E1-RAW,4/30/2025,,42.87
,7052 Valuation Adjustments,7/16/2024,,Opening Balance,Western Consolidated Technologies,,10687,10687,49757,#N/A,WCT HQ,LB,,13.97,,4Z,,E1-RAW,4/30/2025,,21.65
,7053 Valuation Adjustments,9/13/2023,,Opening Balance,Western Consolidated Technologies,,10688,10688,49758,#N/A,WCT HQ,LB,,11.34,,4Z,,E1-RAW,4/30/2025,,166.15
,7054 Valuation Adjustments,10/11/2024,,Opening Balance,Western Consolidated Technologies,,10689,10689,49759,#N/A,WCT HQ,FT,,1.65,,4Z,,E1-RAW,4/30/2025,,30
,7055 Valuation Adjustments,3/24/2025,,Opening Balance,Western Consolidated Technologies,,10690,10690,49760,#N/A,WCT HQ,LB,,10.32,,4Z,,E1-RAW,4/30/2025,,42.23
,7056 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,10691,10691,49761,#N/A,WCT HQ,LB,,10.26,,4Z,,E1-RAW,4/30/2025,,315.66
,7057 Valuation Adjustments,3/5/2025,,Opening Balance,Western Consolidated Technologies,,10692,10692,49762,#N/A,WCT HQ,LB,,15.35,,4Z,,E1-RAW,4/30/2025,,40.41
,7058 Valuation Adjustments,4/9/2025,,Opening Balance,Western Consolidated Technologies,,10693,10693,49763,#N/A,WCT HQ,LB,,12.75,,4Z,,E1-RAW,4/30/2025,,42.667
,7059 Valuation Adjustments,3/19/2025,,Opening Balance,Western Consolidated Technologies,,10694,10694,49764,#N/A,WCT HQ,LB,,20,,4Z,,E1-RAW,4/30/2025,,4.707
,7060 Valuation Adjustments,9/20/2023,,Opening Balance,Western Consolidated Technologies,,10695,10695,49765,#N/A,WCT HQ,LB,,10.61,,4Z,,E1-RAW,4/30/2025,,26.92
,7061 Valuation Adjustments,2/20/2025,,Opening Balance,Western Consolidated Technologies,,10696,10696,49766,#N/A,WCT HQ,LB,,13.85,,4Z,,E1-RAW,4/30/2025,,67.77
,7062 Valuation Adjustments,8/19/2024,,Opening Balance,Western Consolidated Technologies,,10697,10697,46628,#N/A,WCT HQ,LB,,10.95,,4Z,,E1-RAW,4/30/2025,,492.5
,7063 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,10701,10701,46630,#N/A,WCT HQ,LB,,10.05199,,4Z,,E1-RAW,4/30/2025,,1181.325
,7064 Valuation Adjustments,4/22/2025,,Opening Balance,Western Consolidated Technologies,,10702,10702,49769,#N/A,WCT HQ,LB,,10.37001,,4Z,,E1-RAW,4/30/2025,,661.18
,7065 Valuation Adjustments,5/20/2024,,Opening Balance,Western Consolidated Technologies,,10703,10703,46606,#N/A,WCT HQ,LB,,10.6,,4Z,,E1-RAW,4/30/2025,,4.4
,7066 Valuation Adjustments,1/17/2024,,Opening Balance,Western Consolidated Technologies,,10704,10704,49770,#N/A,WCT HQ,LB,,11.7,,4Z,,E1-RAW,4/30/2025,,55.13
,7067 Valuation Adjustments,12/20/2023,,Opening Balance,Western Consolidated Technologies,,10705,10705,49771,#N/A,WCT HQ,LB,,16.67,,4Z,,E1-RAW,4/30/2025,,19.24
,7068 Valuation Adjustments,1/23/2024,,Opening Balance,Western Consolidated Technologies,,10706,10706,49772,#N/A,WCT HQ,FT,,610.24,,4Z,,E1-RAW,4/30/2025,,0.157
,7069 Valuation Adjustments,2/17/2025,,Opening Balance,Western Consolidated Technologies,,10710,10710,49776,#N/A,WCT HQ,LB,,14.9003,,4Z,,E1-RAW,4/30/2025,,394.7
,7070 Valuation Adjustments,8/14/2024,,Opening Balance,Western Consolidated Technologies,,10711,10711,49777,#N/A,WCT HQ,LB,,8.76,,4Z,,E1-RAW,4/30/2025,,22.42
,7071 Valuation Adjustments,4/10/2025,,Opening Balance,Western Consolidated Technologies,,10712,10712,49778,#N/A,WCT HQ,FT,,0.55,,4Z,,E1-RAW,4/30/2025,,66
,7072 Valuation Adjustments,12/16/2024,,Opening Balance,Western Consolidated Technologies,,10714,10714,49780,#N/A,WCT HQ,LB,,16.01,,4Z,,E1-RAW,4/30/2025,,38.93
,7073 Valuation Adjustments,7/29/2024,,Opening Balance,Western Consolidated Technologies,,10715,10715,49781,#N/A,WCT HQ,LB,,15.15,,4Z,,E1-RAW,4/30/2025,,39.48
,7074 Valuation Adjustments,4/10/2025,,Opening Balance,Western Consolidated Technologies,,10716,10716,49782,#N/A,WCT HQ,LB,,14.58,,4Z,,E1-RAW,4/30/2025,,50.82
,7075 Valuation Adjustments,3/11/2025,,Opening Balance,Western Consolidated Technologies,,10717,10717,49783,#N/A,WCT HQ,LB,,9.88,,4Z,,E1-RAW,4/30/2025,,44.33
,7076 Valuation Adjustments,3/27/2025,,Opening Balance,Western Consolidated Technologies,,10720,10720,50351,50351,WCT HQ,LB,,9.57,,4Z,,E1-RAW,4/30/2025,,361.49
,7077 Valuation Adjustments,4/3/2025,,Opening Balance,Western Consolidated Technologies,,10722,10722,50353,50353,WCT HQ,LB,,9.44,,4Z,,E1-RAW,4/30/2025,,5
,7078 Valuation Adjustments,3/1/2025,,Opening Balance,Western Consolidated Technologies,,10723,10723,46389,#N/A,WCT HQ,LB,,13.16,,4Z,,E1-RAW,4/30/2025,,13.6
,7079 Valuation Adjustments,3/19/2025,,Opening Balance,Western Consolidated Technologies,,10726,10726,50357,50357,WCT HQ,LB,,11.37,,4Z,,E1-RAW,4/30/2025,,37
,7080 Valuation Adjustments,3/28/2025,,Opening Balance,Western Consolidated Technologies,,26613,26613,50372,50372,WCT HQ,LB,,5.5,,JI,,E1-RAW,4/30/2025,,64.5
,7081 Valuation Adjustments,4/21/2025,,Opening Balance,Western Consolidated Technologies,,2667,2667,49543,#N/A,WCT HQ,LB,,3.25,,JI,,E1-RAW,4/30/2025,,3851
,7082 Valuation Adjustments,3/25/2025,,Opening Balance,Western Consolidated Technologies,,26701,26701,50375,50375,WCT HQ,LB,,4.9,,JI,,E1-RAW,4/30/2025,,476
,7083 Valuation Adjustments,4/8/2025,,Opening Balance,Western Consolidated Technologies,,2674,2674,49544,#N/A,WCT HQ,LB,,2.603,,JI,,E1-RAW,4/30/2025,,200
,7084 Valuation Adjustments,2/13/2025,,Opening Balance,Western Consolidated Technologies,,30617,30617,49952,#N/A,WCT HQ,LB,,23.27,,JI,,E1-RAW,4/30/2025,,28
,7085 Valuation Adjustments,4/24/2025,,Opening Balance,Western Consolidated Technologies,,3852,3852,49549,#N/A,WCT HQ,LB,,2.177,,JI,,E1-RAW,4/30/2025,,71
,7086 Valuation Adjustments,4/4/2025,,Opening Balance,Western Consolidated Technologies,,4629,4629,49557,#N/A,WCT HQ,LB,,4.22,,JI,,E1-RAW,4/30/2025,,1073
,7087 Valuation Adjustments,4/21/2025,,Opening Balance,Western Consolidated Technologies,,4664,4664,49559,#N/A,WCT HQ,LB,,3.88,,JI,,E1-RAW,4/30/2025,,77
,7088 Valuation Adjustments,4/24/2025,,Opening Balance,Western Consolidated Technologies,,4766,4766,46733,#N/A,WCT HQ,LB,,3.89,,JI,,E1-RAW,4/30/2025,,272
,7089 Valuation Adjustments,4/10/2025,,Opening Balance,Western Consolidated Technologies,,5912,5912,49586,#N/A,WCT HQ,LB,,5.57,,JI,,E1-RAW,4/30/2025,,84
,7090 Valuation Adjustments,4/24/2025,,Opening Balance,Western Consolidated Technologies,,72718,72718,49785,49540,WCT HQ,PC,,0.00001,,4Z,,E1-RAW,4/30/2025,,5425
,7091 Valuation Adjustments,4/14/2025,,Opening Balance,Western Consolidated Technologies,,72878,72878,49786,49539,WCT HQ,PC,,0.0001,,4Z,,E1-RAW,4/30/2025,,841
,7092 Valuation Adjustments,3/11/2022,,Opening Balance,Western Consolidated Technologies,,74003,74003,50422,50422,WCT HQ,FT,,0.00015,,4Z,,E1-RAW,4/30/2025,,5.58
,7093 Valuation Adjustments,7/24/2019,,Opening Balance,Western Consolidated Technologies,,74013,74013,#N/A,#N/A,WCT HQ,PC,,0.00023,,4Z,,E1-RAW,4/30/2025,,0.75
,7094 Valuation Adjustments,7/24/2019,,Opening Balance,Western Consolidated Technologies,,74015,74015,#N/A,#N/A,WCT HQ,PC,,0.001,,4Z,,E1-RAW,4/30/2025,,0.5
,7095 Valuation Adjustments,5/28/2020,,Opening Balance,Western Consolidated Technologies,,74037,74037,50452,50452,WCT HQ,FT,,0.00007,,4Z,,E1-RAW,4/30/2025,,38
,7096 Valuation Adjustments,3/11/2025,,Opening Balance,Western Consolidated Technologies,,8763,8763,49592,#N/A,WCT HQ,LB,,3.36,,JI,,E1-RAW,4/30/2025,,87
,7097 Valuation Adjustments,12/13/2018,,Opening Balance,Western Consolidated Technologies,,90801,90801,50427,50427,WCT HQ,EA,,0.025,,4Z,,E1-RAW,4/30/2025,,5183
,7098 Valuation Adjustments,7/28/2009,,Opening Balance,Western Consolidated Technologies,,92028,92028,50428,50428,WCT HQ,EA,,1.276,,4Z,,E1-RAW,4/30/2025,,82
,7099 Valuation Adjustments,12/16/2020,,Opening Balance,Western Consolidated Technologies,,92836,92836,46786,#N/A,WCT HQ,EA,,0.26809,,4Z,,E1-RAW,4/30/2025,,6
,7100 Valuation Adjustments,12/27/2024,,Opening Balance,Western Consolidated Technologies,,92847,92847,50567,50567,WCT HQ,PC,,0.0001,,4Z,,E1-RAW,4/30/2025,,83
,7101 Valuation Adjustments,3/7/2016,,Opening Balance,Western Consolidated Technologies,,93301,93301,53087,53087,WCT HQ,PC,,0.0004,,SP,,E1-RAW,4/30/2025,,444
,7102 Valuation Adjustments,11/23/2021,,Opening Balance,Western Consolidated Technologies,,93372,93372,50560,#N/A,WCT HQ,PC,,1.84,,4Z,,E1-RAW,4/30/2025,,41.99
,7103 Valuation Adjustments,11/16/2022,,Opening Balance,Western Consolidated Technologies,,93413,93413,50561,#N/A,WCT HQ,PC,,1.36,,4Z,,E1-RAW,4/30/2025,,215
,7104 Valuation Adjustments,10/30/2024,,Opening Balance,Western Consolidated Technologies,,93569,93569,46794,#N/A,WCT HQ,EA,,1.12,,4Z,,E1-RAW,4/30/2025,,63
,7105 Valuation Adjustments,3/29/2018,,Opening Balance,Western Consolidated Technologies,,93806,93806,#N/A,#N/A,WCT HQ,PC,,2.49,,4Z,,E1-RAW,4/30/2025,,1
,7106 Valuation Adjustments,12/11/2024,,Opening Balance,Western Consolidated Technologies,,93847,93847,49541,49541,WCT HQ,PC,,8.2,,4Z,,E1-RAW,4/30/2025,,41
,7107 Valuation Adjustments,9/21/2022,,Opening Balance,Western Consolidated Technologies,,94266,94266,50430,50430,WCT HQ,EA,,4.21,,4Z,,E1-RAW,4/30/2025,,22
,7108 Valuation Adjustments,3/5/2025,,Opening Balance,Western Consolidated Technologies,,9562,9562,49596,#N/A,WCT HQ,LB,,3.39,,JI,,E1-RAW,4/30/2025,,57
,7109 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,9765,9765,49602,#N/A,WCT HQ,LB,,3.03299,,JI,,E1-RAW,4/30/2025,,132
,7110 Valuation Adjustments,3/12/2025,,Opening Balance,Western Consolidated Technologies,,WSNC137100150D-PGX25R,WSNC137100150D-PGX25R,49144,49144,WCT HQ,EA,,2.3322,,NC,,E1-FG,4/30/2025,,36
,7111 Valuation Adjustments,5/24/2024,,Opening Balance,Western Consolidated Technologies,,WFFB160126017Q-PCG10K,WFFB160126017Q-PCG10K,49146,49146,WCT HQ,EA,,0.2271,,FB,,E1-FG,4/30/2025,,390
,7112 Valuation Adjustments,1/8/2024,,Opening Balance,Western Consolidated Technologies,,WSOR094088010D-DV100N,WSOR094088010D-DV100N,49148,49148,WCT HQ,EA,,0.23151,,OR,,E1-FG,4/30/2025,,280
,7113 Valuation Adjustments,9/5/2023,,Opening Balance,Western Consolidated Technologies,,WPOT173160008D-PGX15B,WPOT173160008D-PGX15B,49149,49149,WCT HQ,EA,,0.1557,,OT,,E1-FG,4/30/2025,,564
,7114 Valuation Adjustments,4/14/2025,,Opening Balance,Western Consolidated Technologies,,82878,82878,51626,51626,WCT HQ,EA,,0.52438,,MP,,E1-RAW,4/30/2025,,94
,7115 Valuation Adjustments,3/31/2025,,Opening Balance,Western Consolidated Technologies,,83056,83056,51652,51652,WCT HQ,EA,,0.26585,,MP,,E1-RAW,4/30/2025,,67
,7116 Valuation Adjustments,2/27/2014,,Opening Balance,Western Consolidated Technologies,,83473,83473,51821,51821,WCT HQ,EA,,1.89438,,MP,,E1-RAW,4/30/2025,,197
,7117 Valuation Adjustments,10/25/2023,,Opening Balance,Western Consolidated Technologies,,73905.F,73905.F,51903,51903,WCT HQ,PC,,0.24259,,MP,,E1-RAW,4/30/2025,,26
,7118 Valuation Adjustments,10/25/2023,,Opening Balance,Western Consolidated Technologies,,73905.MF,73905.MF,53109,53109,WCT HQ,PC,,0.24259,,MP,,E1-RAW,4/30/2025,,21
,7119 Valuation Adjustments,8/20/2021,,Opening Balance,Western Consolidated Technologies,,74146,74146,53085,53085,WCT HQ,PC,,0.01,,MP,,E1-RAW,4/30/2025,,0.5
,7120 Valuation Adjustments,2/26/2024,,Opening Balance,Western Consolidated Technologies,,SR-21670.307,SR-21670.307,#N/A,#N/A,WCT HQ,EA,,0.11962,,SA,,E3-QCHOLD,4/30/2025,,421
,7121 Valuation Adjustments,2/13/2024,,Opening Balance,Western Consolidated Technologies,,SR-22162.538,SR-22162.538,52809,52809,WCT HQ,EA,,0.02319,,PT,,E3-QCHOLD,4/30/2025,,124
,7122 Valuation Adjustments,4/9/2024,,Opening Balance,Western Consolidated Technologies,,SR-22194.707,SR-22194.707,52837,52837,WCT HQ,EA,,0.29224,,SL,,E3-QCHOLD,4/30/2025,,88
,7123 Valuation Adjustments,7/31/2024,,Opening Balance,Western Consolidated Technologies,,SR-23648.715,SR-23648.715,52848,52848,WCT HQ,EA,,0.02424,,NC,,E3-QCHOLD,4/30/2025,,113
,7124 Valuation Adjustments,2/22/2024,,Opening Balance,Western Consolidated Technologies,,SR-24014.538,SR-24014.538,#N/A,#N/A,WCT HQ,EA,,0.0701,,SM,,E3-QCHOLD,4/30/2025,,144
,7125 Valuation Adjustments,2/21/2024,,Opening Balance,Western Consolidated Technologies,,SR-24096.697,SR-24096.697,52800,52800,WCT HQ,EA,,0.06767,,PT,,E3-QCHOLD,4/30/2025,,221
,7126 Valuation Adjustments,1/7/2020,,Opening Balance,Western Consolidated Technologies,,1-59,1-59,52387,52387,WCT HQ,PC,,0.10333,,JA,,E3-PPAPS,4/30/2025,,115
,7127 Valuation Adjustments,2/3/2021,,Opening Balance,Western Consolidated Technologies,,WPBR162161009Q-TGX15W,WPBR162161009Q-TGX15W,29679,29679,WCT HQ,EA,,1.37435,,BR,,E3-PPAPS,4/30/2025,,50
,7128 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,WPBR141139009Q-TGX15W,WPBR141139009Q-TGX15W,29694,29694,WCT HQ,EA,,1.26684,,BR,,E3-QCHOLD,4/30/2025,,36
,7129 Valuation Adjustments,2/5/2025,,Opening Balance,Western Consolidated Technologies,,WPOT162156018Q-PXX00W,WPOT162156018Q-PXX00W,29698,29698,WCT HQ,EA,,0.16393,,NC,,E3-PPAPS,4/30/2025,,50
,7130 Valuation Adjustments,10/2/2024,,Opening Balance,Western Consolidated Technologies,,WSLD481453018Q-PGX15W,WSLD481453018Q-PGX15W,29703,29703,WCT HQ,EA,,1.44675,,LD,,E3-PPAPS,4/30/2025,,50
,7131 Valuation Adjustments,3/18/2024,,Opening Balance,Western Consolidated Technologies,,WPSM235223009Q-PGX15W,WPSM235223009Q-PGX15W,29704,29704,WCT HQ,EA,,0.10521,,SM,,E3-PPAPS,4/30/2025,,117
,7132 Valuation Adjustments,3/21/2025,,Opening Balance,Western Consolidated Technologies,,WPBR158157009Q-TGX15W,WPBR158157009Q-TGX15W,29705,29705,WCT HQ,EA,,1.35424,,BR,,E3-QCHOLD,4/30/2025,,7
,7133 Valuation Adjustments,10/2/2024,,Opening Balance,Western Consolidated Technologies,,WSMP950893018Q-PGX15W,WSMP950893018Q-PGX15W,29722,29722,WCT HQ,EA,,3.14697,,MP,,E3-PPAPS,4/30/2025,,1
,7134 Valuation Adjustments,2/27/2024,,Opening Balance,Western Consolidated Technologies,,WPSM200188009D-PGX15W,WPSM200188009D-PGX15W,29726,29726,WCT HQ,EA,,0.09022,,SM,,E3-PPAPS,4/30/2025,,167
,7135 Valuation Adjustments,4/9/2024,,Opening Balance,Western Consolidated Technologies,,WPBR121120090Q-TGX15W,WPBR121120090Q-TGX15W,29736,29736,WCT HQ,EA,,16.33859,,BR,,E3-PPAPS,4/30/2025,,1
,7136 Valuation Adjustments,4/17/2025,,Opening Balance,Western Consolidated Technologies,,WPSA051039005Q-PXX00W,WPSA051039005Q-PXX00W,29897,29897,WCT HQ,EA,,0.03099,,SA,,E3-PPAPS,4/30/2025,,116
,7137 Valuation Adjustments,4/4/2025,,Opening Balance,Western Consolidated Technologies,,WPSM134110008Q-PXX00W,WPSM134110008Q-PXX00W,29942,29942,WCT HQ,EA,,0.0704,,SM,,E3-PPAPS,4/30/2025,,869
,7138 Valuation Adjustments,11/15/2024,,Opening Balance,Western Consolidated Technologies,,WSMP566538018Q-PGX15W,WSMP566538018Q-PGX15W,29968,29968,WCT HQ,EA,,1.7791,,MP,,E3-PPAPS,4/30/2025,,55
,7139 Valuation Adjustments,9/19/2024,,Opening Balance,Western Consolidated Technologies,,WPOT226203018Q-PGX25K,WPOT226203018Q-PGX25K,29969,29969,WCT HQ,EA,,0.55076,,SM,,E3-PPAPS,4/30/2025,,65
,7140 Valuation Adjustments,4/11/2025,,Opening Balance,Western Consolidated Technologies,,WPOT326303017Q-PGX25K,WPOT326303017Q-PGX25K,29970,29970,WCT HQ,EA,,0.62446,,NC,,E3-PPAPS,4/30/2025,,151
,7141 Valuation Adjustments,3/18/2025,,Opening Balance,Western Consolidated Technologies,,WPSM309297009Q-PGX15W,WPSM309297009Q-PGX15W,29980,29980,WCT HQ,EA,,0.12351,,SM,,E3-PPAPS,4/30/2025,,50
,7142 Valuation Adjustments,4/10/2025,,Opening Balance,Western Consolidated Technologies,,WSSL199149023D-MXX00W,WSSL199149023D-MXX00W,31561,31561,WCT HQ,EA,,0.43827,,SL,,E3-QCHOLD,4/30/2025,,1600
,7143 Valuation Adjustments,6/7/2024,,Opening Balance,Western Consolidated Technologies,,WSMP250224259D-PXX00W,WSMP250224259D-PXX00W,31796,31796,WCT HQ,EA,,5.76184,,MP,,E3-QCHOLD,4/30/2025,,16
,7144 Valuation Adjustments,12/4/2017,,Opening Balance,Western Consolidated Technologies,,WFFB125097020Q-PXX00W,WFFB125097020Q-PXX00W,32355,32355,WCT HQ,EA,,0.189,,FB,,E3-PPAPS,4/30/2025,,5050
,7145 Valuation Adjustments,3/15/2017,,Opening Balance,Western Consolidated Technologies,,23453,23453,51815,51815,WCT HQ,EA,,0.32434,,NC,,E3-PPAPS,4/30/2025,,1089
,7146 Valuation Adjustments,9/10/2024,,Opening Balance,Western Consolidated Technologies,,WPOT087072004D-PGX15W,WPOT087072004D-PGX15W,32561,32561,WCT HQ,EA,,0.06413,,OT,,E3-PPAPS,4/30/2025,,282
,7147 Valuation Adjustments,11/11/2024,,Opening Balance,Western Consolidated Technologies,,WSNC068062007D-MFX15N,WSNC068062007D-MFX15N,32736,32736,WCT HQ,EA,,0.09302,,NC,,E3-QCHOLD,4/30/2025,,678
,7148 Valuation Adjustments,8/16/2024,,Opening Balance,Western Consolidated Technologies,,WSMP562407035Q-PSX50S,WSMP562407035Q-PSX50S,32780,32780,WCT HQ,EA,,12.9294,,MP,,E3-PPAPS,4/30/2025,,35
,7149 Valuation Adjustments,3/8/2023,,Opening Balance,Western Consolidated Technologies,,WSNC109099017Q-MXX00T,WSNC109099017Q-MXX00T,32809,32809,WCT HQ,EA,,0.36865,,NC,,E3-PPAPS,4/30/2025,,105
,7150 Valuation Adjustments,10/14/2024,,Opening Balance,Western Consolidated Technologies,,WPOT094080003Q-PXX00W,WPOT094080003Q-PXX00W,32885,32885,WCT HQ,EA,,0.05561,,OT,,E3-PPAPS,4/30/2025,,327
,7151 Valuation Adjustments,12/2/2024,,Opening Balance,Western Consolidated Technologies,,WSMP183155012D-MXX00T,WSMP183155012D-MXX00T,32923,32923,WCT HQ,EA,,1.09211,,MP,,E3-QCHOLD,4/30/2025,,20
,7152 Valuation Adjustments,12/6/2024,,Opening Balance,Western Consolidated Technologies,,WPSS164149009S-PZF30N,WPSS164149009S-PZF30N,33312,33312,WCT HQ,EA,,0.16054,,SS,,E3-QCHOLD,4/30/2025,,945
,7153 Valuation Adjustments,2/28/2025,,Opening Balance,Western Consolidated Technologies,,WPOS132120009S-PZF30N,WPOS132120009S-PZF30N,33365,33365,WCT HQ,EA,,0.18863,,OS,,E3-QCHOLD,4/30/2025,,5900
,7154 Valuation Adjustments,6/3/2024,,Opening Balance,Western Consolidated Technologies,,WPSS238220009B-PZF30N,WPSS238220009B-PZF30N,33366,33366,WCT HQ,EA,,0.19649,,SS,,E3-QCHOLD,4/30/2025,,27
,7155 Valuation Adjustments,2/28/2025,,Opening Balance,Western Consolidated Technologies,,WPOT285270008D-PSC30E,WPOT285270008D-PSC30E,33388,33388,WCT HQ,EA,,0.3973,,NC,,E3-QCHOLD,4/30/2025,,22
,7156 Valuation Adjustments,8/23/2024,,Opening Balance,Western Consolidated Technologies,,24392,24392,52017,52017,WCT HQ,EA,,0.23877,,OS,,E3-QCHOLD,4/30/2025,,86
,7157 Valuation Adjustments,4/4/2025,,Opening Balance,Western Consolidated Technologies,,24398,24398,52027,52027,WCT HQ,EA,,0.13135,,OS,,E3-QCHOLD,4/30/2025,,119
,7158 Valuation Adjustments,9/20/2024,,Opening Balance,Western Consolidated Technologies,,24406,24406,52044,52044,WCT HQ,EA,,0.13725,,OS,,E3-QCHOLD,4/30/2025,,60
,7159 Valuation Adjustments,11/27/2024,,Opening Balance,Western Consolidated Technologies,,24418,24418,52066,52066,WCT HQ,EA,,0.1688,,MP,,E3-QCHOLD,4/30/2025,,89
