Type,tranid,entity,Vendor Internal Id,reference no,terms,Currency,exchangerate,duedate,postingperiod,trandate,purchaseItemline_itemRef,purchaseItemline_quantity,purchaseItemLine_rate,usertotal,purchaseItemLine_location
Bill,789451,HANSON SPRING CO,1319,789451,2,US Dollar,1,11/17/2022,22-Oct,10/18/2022,Open AP Item,1,872,872,3
Bill,435820-1,INDUSTRIAL EQUIPMENT CO,1338,435820-1,2,US Dollar,1,11/17/2022,22-Oct,10/18/2022,Open AP Item,1,663,663,3
Bill,1485914-01,SMITH FASTENER,1478,1485914-01,2,US Dollar,1,11/18/2022,22-Oct,10/19/2022,Open AP Item,1,623.71,623.71,3
Bill,274855,FAIRCHILD INDUSTRIAL PRODUCTS,1292,274855,2,US Dollar,1,11/20/2022,22-Oct,10/21/2022,Open AP Item,1,3640.8,3640.8,3
Bill,274856,FAIRCHILD INDUSTRIAL PRODUCTS,1292,274856,2,US Dollar,1,11/20/2022,22-Oct,10/21/2022,Open AP Item,1,1021.22,1021.22,3
Bill,2240226,FLOWSERVE CORP,1300,2240226,2,US Dollar,1,11/20/2022,22-Oct,10/21/2022,Open AP Item,1,990,990,4
Bill,504,CLB ELECTRICAL SYSTEMS LLC,1245,504,2,US Dollar,1,11/23/2022,22-Oct,10/24/2022,Open AP Item,1,3000,3000,5
Bill,86947625,MCMASTER-CARR,1383,86947625,2,US Dollar,1,11/23/2022,22-Oct,10/24/2022,Open AP Item,1,135.81,135.81,3
Bill,9489565193,GRAINGER,1311,9489565193,2,US Dollar,1,11/23/2022,22-Oct,10/24/2022,Open AP Item,1,119.04,119.04,3
Bill,155498507,ULINE,1534,155498507,2,US Dollar,1,11/23/2022,22-Oct,10/24/2022,Open AP Item,1,25.98,25.98,5
Bill,274942,FAIRCHILD INDUSTRIAL PRODUCTS,1292,274942,2,US Dollar,1,11/24/2022,22-Oct,10/25/2022,Open AP Item,1,20355.83,20355.83,5
Bill,85467,"BARSTOCK SPECIALTIES, INC",1202,85467,2,US Dollar,1,11/24/2022,22-Oct,10/25/2022,Open AP Item,1,7449.1,7449.1,3
Bill,IN004274735,A.W. CHESTERTON COMPANY,1162,IN004274735,2,US Dollar,1,11/24/2022,22-Oct,10/25/2022,Open AP Item,1,1597.52,1597.52,3
Bill,275061,FAIRCHILD INDUSTRIAL PRODUCTS,1292,275061,2,US Dollar,1,11/24/2022,22-Oct,10/25/2022,Open AP Item,1,830.85,830.85,5
Bill,C37450,CHASE CONTROLS LP,1237,C37450,2,US Dollar,1,11/24/2022,22-Oct,10/25/2022,Open AP Item,1,600,600,5
Bill,155575029,ULINE,1534,155575029,2,US Dollar,1,11/24/2022,22-Oct,10/25/2022,Open AP Item,1,333.55,333.55,3
Bill,87077836,MCMASTER-CARR,1383,87077836,2,US Dollar,1,11/24/2022,22-Oct,10/25/2022,Open AP Item,1,280.82,280.82,5
Bill,901740-1,THE NUT PLACE,1516,901740-1,2,US Dollar,1,11/24/2022,22-Oct,10/25/2022,Open AP Item,1,46,46,5
Bill,4135527862,CINTAS CORP,1240,4135527862,20,US Dollar,1,11/5/2022,22-Oct,10/26/2022,Open AP Item,1,158.93,158.93,3
Bill,5651768,"MOODY PRICE, L.L.C.",1395,5651768,2,US Dollar,1,11/25/2022,22-Oct,10/26/2022,Open AP Item,1,627,627,3
Bill,764147,M&P FLANGE & PIPE PROTECTION,1372,764147,2,US Dollar,1,11/25/2022,22-Oct,10/26/2022,Open AP Item,1,471.5,471.5,5
Bill,237174,HOUMA VALVE SERVICE,1332,237174,2,US Dollar,1,11/25/2022,22-Oct,10/26/2022,Open AP Item,1,422.2,422.2,3
Bill,764146,M&P FLANGE & PIPE PROTECTION,1372,764146,2,US Dollar,1,11/25/2022,22-Oct,10/26/2022,Open AP Item,1,367.5,367.5,5
Bill,87141186,MCMASTER-CARR,1383,87141186,2,US Dollar,1,11/25/2022,22-Oct,10/26/2022,Open AP Item,1,274.8,274.8,3
Bill,50690836,MSC,1399,50690836,2,US Dollar,1,11/25/2022,22-Oct,10/26/2022,Open AP Item,1,160.78,160.78,3
Bill,IV00535736,NAMEPLATES,1406,IV00535736,2,US Dollar,1,11/26/2022,22-Oct,10/27/2022,Open AP Item,1,1361.25,1361.25,3
Bill,87230444,MCMASTER-CARR,1383,87230444,2,US Dollar,1,11/26/2022,22-Oct,10/27/2022,Open AP Item,1,550.72,550.72,3
Bill,50805346,MSC,1399,50805346,2,US Dollar,1,11/26/2022,22-Oct,10/27/2022,Open AP Item,1,45.02,45.02,3
Bill,87226407,MCMASTER-CARR,1383,87226407,2,US Dollar,1,11/26/2022,22-Oct,10/27/2022,Open AP Item,1,30.72,30.72,3
Bill,7601797951-0-1,STAPLES ADVANTAGE,1494,7601797951-0-1,2,US Dollar,1,12/20/2022,22-Oct,10/27/2022,Open AP Item,1,107.05,107.05,3
Bill,2365530,SPRING BRANCH I.S.D.,1492,2365530,2,US Dollar,1,1/31/2023,22-Oct,10/27/2022,Open AP Item,1,369.33,369.33,5
Bill,2120977,SETPOINT INTEGRATED SOLUTIONS,1474,2120977,2,US Dollar,1,11/27/2022,22-Oct,10/28/2022,Open AP Item,1,618.96,618.96,4
Bill,7367303960-0-1,STAPLES ADVANTAGE,1494,7367303960-0-1,2,US Dollar,1,12/20/2022,22-Oct,10/28/2022,Open AP Item,1,22.26,22.26,3
Bill,437904-1,INDUSTRIAL EQUIPMENT CO,1338,437904-1,2,US Dollar,1,10/31/2022,22-Oct,10/31/2022,Open AP Item,1,489.84,489.84,3
Bill,396752,CVS CONTROLS LTD.,1262,396752,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,7929,7929,3
Bill,BW226089-02,GULF COAST TMC.,1316,BW226089-02,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,5410,5410,3
Bill,TXVIC176452,FASTENAL COMPANY,1293,TXVIC176452,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,1709.29,1709.29,4
Bill,82651,"HAYGOR INSTRUMENT & ENG., INC.",1323,82651,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,1415,1415,3
Bill,82645,"HAYGOR INSTRUMENT & ENG., INC.",1323,82645,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,1340,1340,3
Bill,82638,"HAYGOR INSTRUMENT & ENG., INC.",1323,82638,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,1260,1260,3
Bill,2242860,FLOWSERVE CORP,1300,2242860,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,790,790,4
Bill,3192458,RAWSON OR INDUSTRIAL CONTROLS (ICD),1457,3192458,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,690.16,690.16,5
Bill,82661,"HAYGOR INSTRUMENT & ENG., INC.",1323,82661,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,475,475,3
Bill,52384426,MSC,1399,52384426,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,436.67,436.67,5
Bill,IV00535877,NAMEPLATES,1406,IV00535877,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,372.5,372.5,5
Bill,37326378,GAS AND SUPPLY OF TEXAS,1305,37326378,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,365.84,365.84,3
Bill,4146335,PUFFER-SWEIVEN,1446,4146335,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,133.75,133.75,4
Bill,396753,CVS CONTROLS LTD.,1262,396753,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,89.7,89.7,3
Bill,30816,ELECTROLESS NICKEL PLATING OF LA,1281,30816,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,45,45,3
Bill,9201241351,QUEST DIAGNOSTICS,1449,9201241351,2,US Dollar,1,11/30/2022,22-Oct,10/31/2022,Open AP Item,1,39.5,39.5,6
Bill,P326003,VICTORIA COUNTY TAX OFFICE,1548,P326003,2,US Dollar,1,1/31/2023,22-Oct,10/31/2022,Open AP Item,1,10558.78,10558.78,4
Bill,105857,MIDWEST VALVE PARTS SUPPLY,1387,105857,2,US Dollar,1,11/8/2022,22-Nov,11/1/2022,Open AP Item,1,2300,2300,3
Bill,0105845-IN,MIDWEST VALVE PARTS SUPPLY,1387,0105845-IN,2,US Dollar,1,11/8/2022,22-Nov,11/1/2022,Open AP Item,1,65.6,65.6,3
Bill,0106072-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106072-IN,2,US Dollar,1,11/14/2022,22-Nov,11/1/2022,Open AP Item,1,439,439,3
Bill,146891,DMR MECHANICAL,1272,146891,4,US Dollar,1,11/30/2022,22-Nov,11/1/2022,Open AP Item,1,2056.19,2056.19,4
Bill,TXVIC176504,FASTENAL COMPANY,1293,TXVIC176504,2,US Dollar,1,11/30/2022,22-Nov,11/1/2022,Open AP Item,1,498.03,498.03,4
Bill,11440,MACKEY LAW FIRM PLLC,1375,11440,2,US Dollar,1,12/1/2022,22-Nov,11/1/2022,Open AP Item,1,9168.3,9168.3,6
Bill,2199192,STEEL SUPPLY LP,1495,2199192,2,US Dollar,1,12/1/2022,22-Nov,11/1/2022,Open AP Item,1,5593.62,5593.62,5
Bill,550949056,SEALED AIR CORP,1472,550949056,2,US Dollar,1,12/1/2022,22-Nov,11/1/2022,Open AP Item,1,3909.71,3909.71,3
Bill,4145413,PUFFER-SWEIVEN,1446,4145413,2,US Dollar,1,12/1/2022,22-Nov,11/1/2022,Open AP Item,1,863.1,863.1,3
Bill,54517,"MAINLINE MACHINE, INC",1377,54517,2,US Dollar,1,12/1/2022,22-Nov,11/1/2022,Open AP Item,1,750,750,3
Bill,18208,"M & R MACHINE WORKS, INC",1370,18208,2,US Dollar,1,12/1/2022,22-Nov,11/1/2022,Open AP Item,1,750,750,5
Bill,34719,GENE'S MACHINE,1307,34719,2,US Dollar,1,12/1/2022,22-Nov,11/1/2022,Open AP Item,1,715,715,4
Bill,IV00535959,NAMEPLATES,1406,IV00535959,2,US Dollar,1,12/1/2022,22-Nov,11/1/2022,Open AP Item,1,337.7,337.7,5
Bill,52384416,MSC,1399,52384416,2,US Dollar,1,12/1/2022,22-Nov,11/1/2022,Open AP Item,1,252.22,252.22,5
Bill,2121327,SETPOINT INTEGRATED SOLUTIONS,1474,2121327,16,US Dollar,1,12/11/2022,22-Nov,11/1/2022,Open AP Item,1,488.96,488.96,4
Bill,7367540810-0-1,STAPLES ADVANTAGE,1494,7367540810-0-1,2,US Dollar,1,12/20/2022,22-Nov,11/1/2022,Open AP Item,1,13.95,13.95,5
Bill,MD-1165,DIGIBOX CREATIVE,1270,MD-1165,2,US Dollar,1,11/7/2022,22-Nov,11/2/2022,Open AP Item,1,2000,2000,3
Bill,4136220242,CINTAS CORP,1240,4136220242,20,US Dollar,1,11/12/2022,22-Nov,11/2/2022,Open AP Item,1,54.89,54.89,3
Bill,3340646,JOSEPH T RYERSON & SON,1353,3340646,2,US Dollar,1,12/2/2022,22-Nov,11/2/2022,Open AP Item,1,2987.5,2987.5,3
Bill,4146729,PUFFER-SWEIVEN,1446,4146729,2,US Dollar,1,12/2/2022,22-Nov,11/2/2022,Open AP Item,1,414.09,414.09,4
Bill,PSI337162,JOHN H. CARTER,1351,PSI337162,2,US Dollar,1,12/2/2022,22-Nov,11/2/2022,Open AP Item,1,289.08,289.08,3
Bill,0106183-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106183-IN,2,US Dollar,1,12/2/2022,22-Nov,11/2/2022,Open AP Item,1,138,138,3
Bill,PSI337161,JOHN H. CARTER,1351,PSI337161,2,US Dollar,1,12/2/2022,22-Nov,11/2/2022,Open AP Item,1,118.81,118.81,3
Bill,510607,EPSI,1287,510607,2,US Dollar,1,12/2/2022,22-Nov,11/2/2022,Open AP Item,1,66.95,66.95,3
Bill,5156919,J&J EXTERMINATERS,1344,5156919,4,US Dollar,1,11/3/2022,22-Nov,11/3/2022,Open AP Item,1,93,93,3
Bill,397004,CVS CONTROLS LTD.,1262,397004,2,US Dollar,1,12/3/2022,22-Nov,11/3/2022,Open AP Item,1,1589.9,1589.9,3
Bill,0106195-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106195-IN,2,US Dollar,1,12/3/2022,22-Nov,11/3/2022,Open AP Item,1,1477.6,1477.6,5
Bill,397005,CVS CONTROLS LTD.,1262,397005,2,US Dollar,1,12/3/2022,22-Nov,11/3/2022,Open AP Item,1,1421.6,1421.6,3
Bill,sinv220085466,ALLREDI,1176,sinv220085466,2,US Dollar,1,12/3/2022,22-Nov,11/3/2022,Open AP Item,1,1273,1273,3
Bill,791237,HANSON SPRING CO,1319,791237,2,US Dollar,1,12/3/2022,22-Nov,11/3/2022,Open AP Item,1,1192,1192,3
Bill,397006,CVS CONTROLS LTD.,1262,397006,2,US Dollar,1,12/3/2022,22-Nov,11/3/2022,Open AP Item,1,1172.2,1172.2,3
Bill,87609736,MCMASTER-CARR,1383,87609736,2,US Dollar,1,12/3/2022,22-Nov,11/3/2022,Open AP Item,1,843.92,843.92,5
Bill,53999676,MSC,1399,53999676,2,US Dollar,1,12/3/2022,22-Nov,11/3/2022,Open AP Item,1,417.11,417.11,5
Bill,87612263,MCMASTER-CARR,1383,87612263,2,US Dollar,1,12/3/2022,22-Nov,11/3/2022,Open AP Item,1,12.5,12.5,3
Bill,20879,JARECKI VALVES,1347,20879,2,US Dollar,1,12/4/2022,22-Nov,11/4/2022,Open AP Item,1,16495.6,16495.6,3
Bill,IV00536148,NAMEPLATES,1406,IV00536148,2,US Dollar,1,12/4/2022,22-Nov,11/4/2022,Open AP Item,1,1140,1140,5
Bill,59906,R&S SUPPLY,1451,59906,2,US Dollar,1,12/4/2022,22-Nov,11/4/2022,Open AP Item,1,1096,1096,3
Bill,629928,"CC GASKET & FASTENER, INC",1232,629928,2,US Dollar,1,12/4/2022,22-Nov,11/4/2022,Open AP Item,1,525.75,525.75,4
Bill,PSI337513,JOHN H. CARTER,1351,PSI337513,2,US Dollar,1,12/4/2022,22-Nov,11/4/2022,Open AP Item,1,289.08,289.08,3
Bill,0106203-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106203-IN,2,US Dollar,1,12/4/2022,22-Nov,11/4/2022,Open AP Item,1,130.4,130.4,3
Bill,49829,MIMS STEEL COMPANY,1391,49829,2,US Dollar,1,12/4/2022,22-Nov,11/4/2022,Open AP Item,1,107.46,107.46,3
Bill,2-2365530,ANN HARRIS BENNETT,1181,2-2365530,2,US Dollar,1,1/31/2023,22-Nov,11/4/2022,Open AP Item,1,467.88,467.88,5
Bill,397105,CVS CONTROLS LTD.,1262,397105,2,US Dollar,1,12/7/2022,22-Nov,11/7/2022,Open AP Item,1,1945.2,1945.2,3
Bill,28610,MONARCH STAINLESS LTD,1393,28610,2,US Dollar,1,12/7/2022,22-Nov,11/7/2022,Open AP Item,1,895,895,3
Bill,55172596,MSC,1399,55172596,2,US Dollar,1,12/7/2022,22-Nov,11/7/2022,Open AP Item,1,134.16,134.16,3
Bill,PSI337763,JOHN H. CARTER,1351,PSI337763,2,US Dollar,1,12/7/2022,22-Nov,11/7/2022,Open AP Item,1,118.81,118.81,3
Bill,87779989,MCMASTER-CARR,1383,87779989,2,US Dollar,1,12/7/2022,22-Nov,11/7/2022,Open AP Item,1,115.25,115.25,3
Bill,S2956254.001,BPS SUPPLY GROUP.,1217,S2956254.001,2,US Dollar,1,12/8/2022,22-Nov,11/8/2022,Open AP Item,1,7407,7407,3
Bill,4147653,PUFFER-SWEIVEN,1446,4147653,2,US Dollar,1,12/8/2022,22-Nov,11/8/2022,Open AP Item,1,5309.85,5309.85,5
Bill,81730,FLOW CONTROL EQUIPMENT,1298,81730,2,US Dollar,1,12/8/2022,22-Nov,11/8/2022,Open AP Item,1,4200,4200,3
Bill,28672,MONARCH STAINLESS LTD,1393,28672,2,US Dollar,1,12/8/2022,22-Nov,11/8/2022,Open AP Item,1,1695,1695,5
Bill,3291903,SIGMA SUPPLY,1476,3291903,2,US Dollar,1,12/8/2022,22-Nov,11/8/2022,Open AP Item,1,1067,1067,3
Bill,511002,EPSI,1287,511002,2,US Dollar,1,12/8/2022,22-Nov,11/8/2022,Open AP Item,1,481.3,481.3,5
Bill,55172586,MSC,1399,55172586,2,US Dollar,1,12/8/2022,22-Nov,11/8/2022,Open AP Item,1,105.27,105.27,3
Bill,4136905653,CINTAS CORP,1240,4136905653,20,US Dollar,1,11/19/2022,22-Nov,11/9/2022,Open AP Item,1,54.89,54.89,3
Bill,TXKI000005111,DHL EXPRESS,1269,TXKI000005111,2,US Dollar,1,11/24/2022,22-Nov,11/9/2022,Open AP Item,1,2132.15,2132.15,3
Bill,1913052,AIV L.P.,1175,1913052,2,US Dollar,1,12/9/2022,22-Nov,11/9/2022,Open AP Item,1,1764,1764,4
Bill,1913054,AIV L.P.,1175,1913054,2,US Dollar,1,12/9/2022,22-Nov,11/9/2022,Open AP Item,1,1264,1264,4
Bill,IV00536316,NAMEPLATES,1406,IV00536316,2,US Dollar,1,12/9/2022,22-Nov,11/9/2022,Open AP Item,1,1017.7,1017.7,5
Bill,86985,MUELLER MFG INC,1401,86985,2,US Dollar,1,12/9/2022,22-Nov,11/9/2022,Open AP Item,1,1000,1000,4
Bill,0106226-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106226-IN,2,US Dollar,1,12/9/2022,22-Nov,11/9/2022,Open AP Item,1,963.2,963.2,3
Bill,4774,HOOPERS MACHINE & WELD SERVICE,1331,4774,2,US Dollar,1,12/9/2022,22-Nov,11/9/2022,Open AP Item,1,850,850,3
Bill,4775,HOOPERS MACHINE & WELD SERVICE,1331,4775,2,US Dollar,1,12/9/2022,22-Nov,11/9/2022,Open AP Item,1,850,850,3
Bill,156215517,ULINE,1534,156215517,2,US Dollar,1,12/9/2022,22-Nov,11/9/2022,Open AP Item,1,719.97,719.97,5
Bill,S221445-4 A,DECA SYSTEMS,1267,S221445-4 A,2,US Dollar,1,12/9/2022,22-Nov,11/9/2022,Open AP Item,1,616.33,616.33,3
Bill,S-101122,CADDO SIGNS LLC,1225,S-101122,2,US Dollar,1,11/10/2022,22-Nov,11/10/2022,Open AP Item,1,910,910,3
Bill,178316,CLEAN POWER SUPPLY,1246,178316,2,US Dollar,1,11/10/2022,22-Nov,11/10/2022,Open AP Item,1,350,350,3
Bill,1913421,AIV L.P.,1175,1913421,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,10426,10426,4
Bill,87012,MUELLER MFG INC,1401,87012,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,3300,3300,3
Bill,18214,"M & R MACHINE WORKS, INC",1370,18214,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,980,980,5
Bill,PSI338464,JOHN H. CARTER,1351,PSI338464,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,881.81,881.81,3
Bill,C37581,CHASE CONTROLS LP,1237,C37581,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,839,839,5
Bill,0106238-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106238-IN,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,739.2,739.2,3
Bill,87999548,MCMASTER-CARR,1383,87999548,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,518.5,518.5,3
Bill,0106237-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106237-IN,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,484,484,3
Bill,54538,"MAINLINE MACHINE, INC",1377,54538,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,426,426,3
Bill,PSI338465,JOHN H. CARTER,1351,PSI338465,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,241.98,241.98,3
Bill,56599336,MSC,1399,56599336,2,US Dollar,1,12/10/2022,22-Nov,11/10/2022,Open AP Item,1,195.16,195.16,3
Bill,REFUND TAX,KAISER FRANCIS OIL COMPANY,1356,REFUND TAX,2,US Dollar,1,11/11/2022,22-Nov,11/11/2022,Open AP Item,1,253.6,253.6,3
Bill,28669,MONARCH STAINLESS LTD,1393,28669,2,US Dollar,1,12/11/2022,22-Nov,11/11/2022,Open AP Item,1,6700,6700,3
Bill,244979,QUALITY VALVE LLC,1448,244979,2,US Dollar,1,12/11/2022,22-Nov,11/11/2022,Open AP Item,1,4935,4935,3
Bill,244986,QUALITY VALVE LLC,1448,244986,2,US Dollar,1,12/11/2022,22-Nov,11/11/2022,Open AP Item,1,2459,2459,3
Bill,244982,QUALITY VALVE LLC,1448,244982,2,US Dollar,1,12/11/2022,22-Nov,11/11/2022,Open AP Item,1,1880,1880,3
Bill,37355939,GAS AND SUPPLY OF TEXAS,1305,37355939,2,US Dollar,1,12/11/2022,22-Nov,11/11/2022,Open AP Item,1,218.26,218.26,3
Bill,88045574,MCMASTER-CARR,1383,88045574,2,US Dollar,1,12/11/2022,22-Nov,11/11/2022,Open AP Item,1,138.03,138.03,3
Bill,511328,EPSI,1287,511328,2,US Dollar,1,12/11/2022,22-Nov,11/11/2022,Open AP Item,1,74.64,74.64,3
Bill,7368587319-0-1,STAPLES ADVANTAGE,1494,7368587319-0-1,2,US Dollar,1,12/20/2022,22-Nov,11/12/2022,Open AP Item,1,175.55,175.55,3
Bill,IN004277370,A.W. CHESTERTON COMPANY,1162,IN004277370,2,US Dollar,1,12/14/2022,22-Nov,11/14/2022,Open AP Item,1,2322.6,2322.6,3
Bill,PSI338976,JOHN H. CARTER,1351,PSI338976,2,US Dollar,1,12/14/2022,22-Nov,11/14/2022,Open AP Item,1,1828,1828,3
Bill,IN004277354,A.W. CHESTERTON COMPANY,1162,IN004277354,2,US Dollar,1,12/14/2022,22-Nov,11/14/2022,Open AP Item,1,1393.56,1393.56,3
Bill,7959,"MASS FLOW TECHNOLOGY, INC",1382,7959,2,US Dollar,1,12/14/2022,22-Nov,11/14/2022,Open AP Item,1,350,350,3
Bill,PSI338975,JOHN H. CARTER,1351,PSI338975,2,US Dollar,1,12/14/2022,22-Nov,11/14/2022,Open AP Item,1,292.05,292.05,3
Bill,S221445-4,DECA SYSTEMS,1267,S221445-4,2,US Dollar,1,12/14/2022,22-Nov,11/14/2022,Open AP Item,1,233.71,233.71,3
Bill,511407,EPSI,1287,511407,2,US Dollar,1,12/14/2022,22-Nov,11/14/2022,Open AP Item,1,201.55,201.55,3
Bill,88158553,MCMASTER-CARR,1383,88158553,2,US Dollar,1,12/14/2022,22-Nov,11/14/2022,Open AP Item,1,55.16,55.16,3
Bill,TXVIC176693,FASTENAL COMPANY,1293,TXVIC176693,2,US Dollar,1,12/14/2022,22-Nov,11/14/2022,Open AP Item,1,33.95,33.95,4
Bill,7368722853-0-1,STAPLES ADVANTAGE,1494,7368722853-0-1,2,US Dollar,1,12/20/2022,22-Nov,11/14/2022,Open AP Item,1,46.79,46.79,5
Bill,4137497682,CINTAS CORP,1240,4137497682,20,US Dollar,1,11/25/2022,22-Nov,11/15/2022,Open AP Item,1,200.89,200.89,3
Bill,0106261-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106261-IN,2,US Dollar,1,12/15/2022,22-Nov,11/15/2022,Open AP Item,1,1825.82,1825.82,3
Bill,PSI339224,JOHN H. CARTER,1351,PSI339224,2,US Dollar,1,12/15/2022,22-Nov,11/15/2022,Open AP Item,1,437.5,437.5,3
Bill,INV009772,SUMMIT PUMP INC,1501,INV009772,2,US Dollar,1,12/15/2022,22-Nov,11/15/2022,Open AP Item,1,400,400,3
Bill,0106262-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106262-IN,2,US Dollar,1,12/15/2022,22-Nov,11/15/2022,Open AP Item,1,237.6,237.6,3
Bill,PSI339223,JOHN H. CARTER,1351,PSI339223,2,US Dollar,1,12/15/2022,22-Nov,11/15/2022,Open AP Item,1,116.09,116.09,3
Bill,PSI339222,JOHN H. CARTER,1351,PSI339222,2,US Dollar,1,12/15/2022,22-Nov,11/15/2022,Open AP Item,1,85.02,85.02,3
Bill,450884,THE PURPLE GUYS,1517,450884,1,US Dollar,1,12/15/2022,22-Nov,11/15/2022,Open AP Item,1,82.5,82.5,6
Bill,5133165045,CINTAS CORP (OH),1241,5133165045,2,US Dollar,1,12/15/2022,22-Nov,11/15/2022,Open AP Item,1,55.49,55.49,4
Bill,295234/2,IVEY'S HAUGHTON,1770,295234/2,20,US Dollar,1,11/26/2022,22-Nov,11/16/2022,Open AP Item,1,157.02,157.02,3
Bill,TXKI000005125,DHL EXPRESS,1269,TXKI000005125,2,US Dollar,1,12/1/2022,22-Nov,11/16/2022,Open AP Item,1,7325.56,7325.56,3
Bill,TXKI000005125,DHL EXPRESS,1269,TXKI000005125,2,US Dollar,1,12/1/2022,22-Nov,11/16/2022,Open AP Item,1,4194.16,4194.16,5
Bill,ProcFeeNov,CITY OF HOUSTON WATER,1244,ProcFeeNov,2,US Dollar,1,12/7/2022,22-Nov,11/16/2022,Open AP Item,1,0.5,0.5,5
Bill,PSGS 090/22-23,SYNERGY GLOBAL,1884,PSGS 090/22-23,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,3867.75,3867.75,3
Bill,245222,QUALITY VALVE LLC,1448,245222,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,2675,2675,4
Bill,54551,"MAINLINE MACHINE, INC",1377,54551,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,1250,1250,3
Bill,54552,"MAINLINE MACHINE, INC",1377,54552,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,1250,1250,3
Bill,1492687,SMITH FASTENER,1478,1492687,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,760.76,760.76,3
Bill,397621,CVS CONTROLS LTD.,1262,397621,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,412.65,412.65,3
Bill,397620,CVS CONTROLS LTD.,1262,397620,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,412.65,412.65,3
Bill,58746686,MSC,1399,58746686,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,267.43,267.43,3
Bill,GES-153/2022-23,SYNERGY GLOBAL,1884,GES-153/2022-23,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,253,253,3
Bill,1491367-01,SMITH FASTENER,1478,1491367-01,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,166.32,166.32,3
Bill,0106267-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106267-IN,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,105.6,105.6,3
Bill,0106268-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106268-IN,2,US Dollar,1,12/16/2022,22-Nov,11/16/2022,Open AP Item,1,105.6,105.6,3
Bill,D18922862,DHL EXPRESS,1269,D18922862,2,US Dollar,1,11/24/2022,22-Nov,11/17/2022,Open AP Item,1,3480.63,3480.63,3
Bill,D18923649,DHL EXPRESS,1269,D18923649,2,US Dollar,1,11/24/2022,22-Nov,11/17/2022,Open AP Item,1,99.1,99.1,3
Bill,4785,HOOPERS MACHINE & WELD SERVICE,1331,4785,2,US Dollar,1,12/17/2022,22-Nov,11/17/2022,Open AP Item,1,1700,1700,3
Bill,54556,"MAINLINE MACHINE, INC",1377,54556,2,US Dollar,1,12/17/2022,22-Nov,11/17/2022,Open AP Item,1,850,850,3
