Item Name/Number,Display Name/Code,Primary Units Type Internal Id,Primary Units Type,Sub Unit Internal Id ,Description,Location,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Use Bin,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
9155,"Die Cut Part Anti-splinter film 2.77"" x 5.526""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - Anti-splinter film - 2.77"" x 5.526""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Trial,
9156,"Sheeted Part Hook Tabs. 4 packs 7.0"" x 1.5""",3,"Each (Use for Boxes, Bags, Cores, Cases)",21,"Sheeted Part - Hook Tabs. 4 packs - 7.0"" x 1.5""",Strouse-HQ,Die is over sized to help get in spec.,TRUE,Average,Default Cost Category,TRUE,7.83,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"8/2/2022 BH Need to work with Skip to develop a method to unwind from spool to stationary, still allowing for liner removal.
7/7/2021  We were successful in fitting 250 Bags in 16 x 16 x 10 1/4 boxes on W/O's 107194, 107195, and 107254.  MF"
9158,"Die Cut Part Adh. Tab 0.49"" x 0.95""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Adh. Tab - 0.49"" x 0.95""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,73.736,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"DDebus- Updated estimate using Avery Medical 2123R-to replace Berry 3426A. 4/19/2022
FW- need to update due to material change Customer asked to quote a berry and avery material and added step for cutting flanges for finished rolls 3/24/22"
9162,"Die Cut Part Test Skin Film 2.35"" x 3.966""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Test Skin Film - 2.35"" x 3.966""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,576.268,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9163,"Sheeted Part 3M 1524/3M 9776 0.5"" x 1""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M 1524/3M 9776 - 0.5"" x 1""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,119.669,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9165,"Die Cut Part 3M 8212 1.702"" x 2.856""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M 8212 - 1.702"" x 2.856""",Strouse-HQ,"Gloves, hairnets and beardnets required for running this job.

First and last part from each finished roll to be saved and packaged separately for shipping.",TRUE,Average,Default Cost Category,TRUE,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Engineering before Run,
9166,"Sheeted Part Gauze pads 2"" x 4""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part -  Gauze pads - 2"" x 4""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1240.371,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: LED
  Anilox: 500
  Print Cylinder: 144
  Vendor: ",,
9167,"Sheeted Part Gauze pads 4"" x 4""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part -  Gauze pads - 4"" x 4""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1322.169,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: LED
  Anilox: 500
  Print Cylinder: 128
  Vendor: ",,
9168,Die Cut Part PREFORM - CHIP DW2A DBOD 9.45mm x 18.2mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - PREFORM - CHIP DW2A DBOD - 9.45mm x 18.2mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,91.76,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Trial,
9170,"Sheeted Part Handle Grip Tape 6.77"" x 2.25""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Handle Grip Tape - 6.77"" x 2.25""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,6.205,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9171,"Sheeted Part Speaker Tape 0.59"" x 0.43""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Speaker Tape - 0.59"" x 0.43""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,5.101,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9172,"Sheeted Part Charge Pin Tape 0.561"" x 1.161""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Charge Pin Tape - 0.561"" x 1.161""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,6.124,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9173,"Sheeted Part Display Tape 5.81"" x 3.35""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Display Tape - 5.81"" x 3.35""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,6.816,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9174,"Sheeted Part Outer Optical Glass Tape 3.71"" x 1.36""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Outer Optical Glass Tape - 3.71"" x 1.36""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,5.77,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9175,"Sheeted Part SOM Heat Sink 3.80"" x 1.55""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - SOM Heat Sink - 3.80"" x 1.55""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,9.936,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9176,"Sheeted Part Camera Thermal Pad 0.31"" x 0.31""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Camera Thermal Pad - 0.31"" x 0.31""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,13.762476,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,4/5/2021 - RB - Need to order new die to replace broken DA 1092.
9177,"Sheeted Part Screw Cover Tape 0.311"" x 0.303""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Screw Cover Tape - 0.311"" x 0.303""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,3.914,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9178,"Sheeted Part Battery Foam 5.12"" x 0.51""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Battery Foam - 5.12"" x 0.51""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1.588,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9180,"Sheeted Part 3M 1524/CSM Liner 24"" x 18""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 1524/CSM Liner - 24"" x 18""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,9.4626,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9182,Die Cut Part 51825C Protective film 38mm x 28mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - 51825C Protective film - 38mm x 28mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,57.1215,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9185,"Die Cut Part 3M 7610 0.25"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M 7610 - 0.25"" Dia",Strouse-HQ,Use 0.5 mil step up anvil.,TRUE,Average,Default Cost Category,TRUE,793.569,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9187,"Sheeted Part Wide 4.9375"" x 4""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - Wide - 4.9375"" x 4""",Strouse-HQ,You will need to overspeed AB 185 to sheet to the correct length.  This is to prevent bagging before the sheeter die.,TRUE,Average,Default Cost Category,TRUE,91.4674,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"2/8/2022 - Skip - Made guides for the conveyor. Need to give them a try on next order. Marked order notification and step notification. 
"
9188,Sheeted Part EPE M6 40mm x 40mm,5,Unit-Base M (Use for Finished Goods),7,Sheeted Part - EPE M6 - 40mm x 40mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,30.866,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9190,"Sheeted Part d/c 3M 1170 40"" Dia",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - d/c 3M 1170 - 40"" Dia",Strouse-HQ,Roll seams after cutting to flatten any bumps or wrinkles.,TRUE,Average,Default Cost Category,TRUE,349.728,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Engineering before Run,
9192,"Sheeted Part ZyMot Multi 3000 Membrane Sticker 1.691"" x 1.691""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - ZyMot Multi 3000 Membrane Sticker - 1.691"" x 1.691""",Strouse-HQ,"Gloves, hairnets and beardnets required for running this job.

First and last part from each finished roll to be saved and packaged separately for shipping.",TRUE,Average,Default Cost Category,TRUE,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,3/4/2022. DDebus- Created estimate with 14 micron membrane
9198,"Sheeted Part PC Sheet, Coated 6.472"" x 3.811""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - PC Sheet, Coated - 6.472"" x 3.811""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,5.038816,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,12/16/2021 Look at quote for finishing. Also look at inspections
9199,"Die Cut Part 3M VHB LSE-160WF 1.88"" x 1.88""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M VHB LSE-160WF - 1.88"" x 1.88""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,344.19,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"8/24/2022. DDebus. Updated material to 3M GPH 160GF, Gray, per Thomas."
9200,"Die Cut Part - Packaging White 'Phoenix' Adh. Patch 2.34"" x 2.84""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - Packaging - White 'Phoenix' Adh. Patch - 2.34"" x 2.84""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1.12,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9201,"Fabricated Part 3M 467MPF/2 mil PET 0.75"" x 1,000'",7,Length Units,25,"Fabricated Part - 3M 467MPF/2 mil PET - 0.75"" x 1,000'",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,551.947,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9202,"Sheeted Part Poron/9471LE 2.25"" x 0.9""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Poron/9471LE - 2.25"" x 0.9""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,4.247,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9203,Sheeted Part PSA Capping Strip 368mm x 45mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - PSA Capping Strip - 368mm x 45mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,21.65267,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
