Item Name/Number,Display Name/Code,Primary Units Type Internal Id,Primary Units Type,Sub Unit Internal Id ,Description,Location,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Use Bin,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
6052,"Die Cut Foil ChromAir with slot 3.433"" x 0.833""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Foil - ChromAir with slot - 3.433"" x 0.833""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,16.81,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,9/8/2020 - RB - Need to add Q200 liner to estimate.  Cannot die cut to CSM material liner.
6053,"Die Cut Foil ChromAir with 6 holes 3.433"" x 0.914""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Foil - ChromAir with 6 holes - 3.433"" x 0.914""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,16.81,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,9/8/2020 - RB - Need to add Q200 liner to estimate.  Cannot die cut to CSM material liner.
6067,Die Cut Part TK4 Grill Mask 70mm x 100mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - TK4 Grill Mask - 70mm x 100mm,Strouse-HQ,"Check condition of 931(replacement of 932) rolls for coning, if more than 0.5"" advise Production or Quality Manager.",TRUE,Average,Default Cost Category,TRUE,156.6,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Eric After Signoff,"EDD - 2/21/2020 – Inspection Routine Needs Verified
"
6107,Fabricated Part Ocular Membrane 6.35mm x 44.45mm,5,Unit-Base M (Use for Finished Goods),7,Fabricated Part - Ocular Membrane - 6.35mm x 44.45mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,435.019,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,CLEAN ROOM ATTIRE REQUIRED,
6108,"Sheeted Part Orange vinyl strips 15"" x 2.75""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - Orange vinyl strips - 15"" x 2.75""",Strouse-HQ,Check back on retains from earlier in the run to assure there are not unidentified tension issues causing deformation of the finished parts over time.,TRUE,Average,Default Cost Category,TRUE,444.27,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6118,"Perfed Part Black Volara foam with perf #P084047B 18.25"" x 3""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Perfed Part - Black Volara foam with perf #P084047B - 18.25"" x 3""",Strouse-HQ,"You should have 23 set changes per hour - if you are having difficulty please use the production delay to inform others.
Can re-use raw material cores for finished product as long as core is in good shape.
Can splice rolls if perf breaks.",TRUE,Average,Default Cost Category,TRUE,0.3,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"12/30/2021 and 4/13/2021 - Skip - MIke S., Brian Holz, and I worked on the process at the end of the order on this job. We removed the foam from the die and were able to keep the perf length in spec from beginning of the roll to the end of the roll without foam. Need to set the job up next time without foaming the die. At full press speed. We want to run a minimum of 2 across. See video for what to do next run. 

3/19/2021  Consider slitting foam to nominal 9"" and using guides and 2 blade adj. lineal slitter to run 3 AC"
6173,"Die Cut Part Race Track 1"" x 2.5""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Race Track - 1"" x 2.5""",Strouse-HQ,Any Delta but Delta 2.  Need web guide on a bottom spindle.,TRUE,Average,Default Cost Category,TRUE,64.285714,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,2/14/2022 Step notification for Holz. First time 2 AC run on D5.
6180,"Fabricated Part Blue arrow with Adh. 0.5"" x 5.5""",5,Unit-Base M (Use for Finished Goods),7,"Fabricated Part - Blue arrow with Adh. - 0.5"" x 5.5""",Strouse-HQ,"Use doctor blade with 200 anilox & add cup of extender to ink & 440 no Dr blade OR
2 - 440 no Dr blades - this is a little on the dark side and could use extender.
I believe 2 - 600 anilox's no Dr blades would make it spot on. MS

This runs best in two passes.",TRUE,Average,Default Cost Category,TRUE,27.85,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Process Blue
  Ink Type: Water
  Anilox: 200
  Print Cylinder: Tint
  Vendor: 

Ink 2
  Color: Tint Cyl is 64T
  Ink Type: 
  Anilox: 
  Print Cylinder: 64
  Vendor: ",,
6199,Die Cut Part 3M 1181 5.90mm x 13.20mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - 3M 1181 - 5.90mm x 13.20mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,100,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6224,Die Cut Part AB 7405 45mm x 73mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - AB 7405 - 45mm x 73mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,25.4,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6240,"Die Cut Part Adh. Transfer Tape - No Tab 0.105"" x 0.105""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Adh. Transfer Tape - No Tab - 0.105"" x 0.105""",Strouse-HQ,Can use DA 381,TRUE,Average,Default Cost Category,TRUE,10.45,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,CLEAN ROOM ATTIRE REQUIRED,
6241,"Sheeted Part 3M 401+, Linered 16"" x 12""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 401+, Linered - 16"" x 12""",Strouse-HQ,Alternate run method: Run on Pace 1 using PA 1. ,TRUE,Average,Default Cost Category,TRUE,1.934,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"10/18/2022 - RB - Need to decide if we are running on Azco or ordering a 13"" tool (16"" perf) 

10/18/2022 - Skip - This job runs every 4 to 5 years "
6258,"Die Cut Part F9460PC with 0.25"" tab 0.125"" x 2.185""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - F9460PC with 0.25"" tab - 0.125"" x 2.185""",Strouse-HQ,Hair dryer on adhesive helps parts stay on liner.,TRUE,Average,Default Cost Category,TRUE,34.109,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6280,"Die Cut Part 3M 4920 1.16"" x 0.90""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M 4920 - 1.16"" x 0.90""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,386.009,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6288,"Fabricated Part CSM FEP 200A, 2 mil Teflon perfed at 14"" 12.25"" x See WO",7,Length Units,24,"Fabricated Part - CSM FEP 200A, 2 mil Teflon perfed at 14"" - 12.25"" x See WO",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.1052631,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,RB - 2/6/2020 - Potential perf issues.  Need to address with operator.
6331,"Sheeted Part 3M 4008 double sided foam 0.5"" X 0.25""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M 4008 double sided foam - 0.5"" X 0.25""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,17.31,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Engineering before Run,"8/13/2021 - RB - changed liner to FRA 3306.
7/15/2021 - RB - Provisional change to T50.  Old Q300 CAT number was 18418. 
7/12/2021 - RB - There is a request to change the liner to T50 but it needs to be requoted using this liner before we can make a permanent change.
7/1/2020 - Issues with die cutting... Need to determine what is going on as we have failed to meet JC each time. Phil K."
6335,"Sheeted Part Potted Seal Foam 8"" X 12""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Potted Seal Foam - 8"" X 12""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,9.325,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6340,Die Cut Part Reflector 11mm Dia,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Die Cut Part - Reflector - 11mm Dia,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.696,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6391,"Die Cut Part 3M 467MP with tab 0.51"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M 467MP with tab - 0.51"" Dia",Strouse-HQ,Use hydra jacks to monitor die pressure and control die strike to preclude deep die strike leading to release issues.,TRUE,Average,Default Cost Category,TRUE,120,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6415,"Die Cut Part CSM Cu/Tin/PET w/ Adh. Laminate 0.375"" x 3.5""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CSM Cu/Tin/PET w/ Adh. Laminate - 0.375"" x 3.5""",Strouse-HQ,"Rewind rolls parts out. ROLLS NEED TO BE WOUND TIGHT TO PREVENT SLIDING.
6 - 8"" Completed sample with WO, P/N, & Lot # to be given to Customer Service for each lot used.
Assure that the path is clear and that no ancillary equipment, guides, etc. are in contact or potentially able to make contact with the material during the process to prevent scratching the coating on the material.",TRUE,Average,Default Cost Category,TRUE,57.25,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Photos of approved set up needed for the job jacket 02/13/2017,
6422,Slitting for JJ 6425 415 and CSM slitting Various,5,Unit-Base M (Use for Finished Goods),7,Slitting for JJ 6425 - 415 and CSM  slitting - Various,Strouse-HQ,Wipe press down with alcohol prior to running.  MATERIAL MUST BE KEPT OUT OF LIGHT AND IN A DRY ENVIRONMENT ?20% RH.  DURING ACTIVE PROCESSING A MAXIMUM LIGHT EXPOSURE OF ?4 FOOT-CANDLES IS ACCEPTABLE.  THESE REQUIREMENTS APPLY FROM THE TIME THE ORIGINAL PACKAGING IS OPENED UNTIL THE FINAL PRODUCT IS PLACED IN SEALED VIALS OR ANY UNUSED MATERIAL IS RESEALED IN THE ORIGINAL PACKAGING.,TRUE,Average,Default Cost Category,TRUE,357.798,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"Skip - 3/6/2020 - for future runs, clicked Pre-press meeting to discuss material flow, slitting, and communication with Doug during run. 

CLEAN ROOM ATTIRE REQUIRED"
6425,"Fabricated Part BHB Silicone test strip 0.31"" x 2.00""",5,Unit-Base M (Use for Finished Goods),7,"Fabricated Part - BHB Silicone test strip - 0.31"" x 2.00""",Strouse-HQ,"Use masking tape to mine holes.  MATERIAL MUST BE KEPT IN A DRY ENVIRONMENT ?20% RH.  THIS REQUIREMENT APPLIES FROM THE TIME THE ORIGINAL PACKAGING IS OPENED UNTIL THE FINAL PRODUCT IS PLACED IN SEALED VIALS OR ANY UNUSED MATERIAL IS RESEALED IN THE ORIGINAL PACKAGING.
 Keep different rolls/lot numbers of reagent separated and marked.",TRUE,Average,Default Cost Category,TRUE,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,CLEAN ROOM ATTIRE REQUIRED,Tyler G. 10/6/21 - This job needs to be re-estimated with RE-5. JJ needs to be updated with RE-5.
6427,"Printed Melinex Random print 2.8"" wide",5,Unit-Base M (Use for Finished Goods),7,"Printed Melinex - Random print - 2.8"" wide",Strouse-HQ,Use special engraved cylinder - 85 tooth,TRUE,Average,Default Cost Category,TRUE,325.15,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: PMS 293 Blue
  Ink Type: UV LED
  Anilox: 400
  Print Cylinder: 85
  Vendor: ",,"Skip - 3/6/2020 - for future runs, clicked Pre-press meeting to discuss material flow, slitting, and communication with Doug during run. "
6441,"Die Cut Label Motor cover label - ""Parker"" 11.625"" x 3""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Label - Motor cover label - ""Parker"" - 11.625"" x 3""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,749.6,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: Water
  Anilox: 200
  Print Cylinder: 96
  Vendor: ",,"7/6/2021 - Move next order to D8 or 9
3/6/2020 - RB - New 2 across die ordered.  
6/4/19: Mike S Need new die for this and posed the question about converting this and JT 6442 to 2 out instead of 1 for efficiency gains. BHz confirmed material is feasible in email 5/8/19"
6442,"Die Cut Label Motor cover label - ""Parker"" 11.625"" x 3.5""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Label - Motor cover label - ""Parker"" - 11.625"" x 3.5""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,689.53,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: Water
  Anilox: 200
  Print Cylinder: 96
  Vendor: ",,"7/6/2021 - Move next order to D8 or 9
5/26/2021 - New die ordered.
5/24/2021: Ne Flex die needed for next order. 3/6/2020 - RB - New 2 across die ordered.  
6/4/19: Mike S Need new die for this and posed the question about converting this and JT 6441 to 2 out instead of 1 for efficiency gains. BHz confirmed material is feasible in email 5/8/19"
6445,"Sheeted Part Chipboard Cover 13.75"" x 12""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - Chipboard Cover - 13.75"" x 12""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,940.08,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,7/1/2020 - Need to optimize part layout on Flashcut
6511,"Die Cut Part 5430, Tape, 6.5 mil, Clear UHMW, Acrylic 1/2"" x 1.25”",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 5430, Tape, 6.5 mil, Clear UHMW, Acrylic - 1/2"" x 1.25”",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,519.2354,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6524,"Fabricated Part 3M 8671 w/ 2 internal die cut holes 1.88 "" x 4.75""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Fabricated Part - 3M 8671 w/ 2 internal die cut holes - 1.88 "" x 4.75""",Strouse-HQ,Use pneumatic default configuration to cut parts,TRUE,Average,Default Cost Category,TRUE,7.313,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6525,"Fabricated Part 3M 8671 w/ 4 internal die cut holes 3.5"" x 10.5""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Fabricated Part - 3M 8671 w/ 4 internal die cut holes - 3.5"" x 10.5""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,9.5275,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6526,"Fabricated Part 3M 8671 w/ 4 internal die cut holes 4.75"" x 10.24""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Fabricated Part - 3M 8671 w/ 4 internal die cut holes - 4.75"" x 10.24""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,9.785,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6531,"Die Cut Part 3M 5850 for BOOM 47.75"" x 16.25""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - 3M 5850 for BOOM - 47.75"" x 16.25""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,96.59,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6551,"Die Cut Part Insect hang tag with Adh. strip 1.5"" x 3""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Insect hang tag with Adh. strip - 1.5"" x 3""",Strouse-HQ,Be aware of die strike as deep die strike can cause difficulty in dispensing in the customer's process.,TRUE,Average,Default Cost Category,TRUE,22.11,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Engineering before Run,3/24/2020 - RB - CAR for registration.
6552,"Sheeted Part 3M 5925 6.69"" x 2.854""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 5925 - 6.69"" x 2.854""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,4.73,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6597,Die Cut Part Lower gasket 520mm x 190mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Die Cut Part - Lower gasket - 520mm x 190mm,Strouse-HQ,Must run together with JJ 6631,TRUE,Average,Default Cost Category,TRUE,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6631,Die Cut Part Upper gasket 476.3mm x 150mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Die Cut Part - Upper gasket - 476.3mm x 150mm,Strouse-HQ,Must run together with JJ 6597,TRUE,Average,Default Cost Category,TRUE,11.9657,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6634,"Die Cut Part 7333 Cowl Mask 7.608"" x 7.323""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 7333 Cowl Mask - 7.608"" x 7.323""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,177,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,3/14/2019 - RB - New parts numbers coming.
6638,"Die Cut Part A pillar RH 26.40"" x 6.32""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - A pillar RH - 26.40"" x 6.32""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,840.4,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"7/22/2019 - RB - When die needs to be re-ordered - Add blade to split matrix.
3/14/2019 - RB - New parts numbers coming."
6639,"Die Cut Part A pillar LH 26.40"" x 6.32""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - A pillar LH - 26.40"" x 6.32""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,840.4,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"7/22/2019 - RB - When die needs to be re-ordered - Add blade to split matrix.
3/14/2019 - RB - New parts numbers coming."
6640,"Die Cut Part B pillar RH 17"" x 9.05""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - B pillar RH - 17"" x 9.05""",Strouse-HQ,Note: There is a template for this job.  It is located in the Template cubby.  ,TRUE,Average,Default Cost Category,TRUE,842.14,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6641,"Die Cut Part B pillar LH 17"" x 9.05""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - B pillar LH - 17"" x 9.05""",Strouse-HQ,Note: There is a template for this job.  It is located in the Template cubby.  ,TRUE,Average,Default Cost Category,TRUE,842.14,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6660,"Die Cut Part 3M PUL8591 7.5"" x 3.5""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M PUL8591 - 7.5"" x 3.5""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1373.13,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6695,"Die Cut Part 3M 200 with 3/8"" overhang 6"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M 200 with 3/8"" overhang - 6"" Dia",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,119.28,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6704,"Die Cut Part Low tack/Low tack Adh. 1"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Low tack/Low tack Adh. - 1"" Dia",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,37.774,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6729,Die Cut Part 3M 213 masking 128mm x 38mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - 3M 213 masking - 128mm x 38mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,3106.56,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6730,Die Cut Part 3M 213 masking 10mm Dia,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - 3M 213 masking - 10mm Dia,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,86.91,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6738,"Sheeted Part 3M 335 with extended liner 3.75"" x 5""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M 335 with extended liner - 3.75"" x 5""",Strouse-HQ,5/25/16 - used 0.5 mil step down with P/S blades to score the 335 material and not cut too deep into the liner. MS,TRUE,Average,Default Cost Category,TRUE,439.39,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6756,"Die Cut Part Label, Reagent, Vent Cover 0.866"" dia with tab",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - Label, Reagent, Vent Cover - 0.866"" dia with tab",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.1548,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Film 3 Yellow (Pantone)
  Ink Type: Water
  Anilox: 440
  Print Cylinder: Tint
  Vendor: 

Ink 2
  Color: Black
  Ink Type: Water
  Anilox: 440
  Print Cylinder: 78
  Vendor: ",,
6761,"Sheeted Part 3M 4930 1-7/8"" x 7/32""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M 4930 - 1-7/8"" x 7/32""",Strouse-HQ,Use two different sensors.  One for the laser and one for the die.,TRUE,Average,Default Cost Category,TRUE,478.0944,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Engineering before Run,"DDebus-5/4/2023. Created estimate 56470 with units in ""Each"" -requested by Jake.


PK - 8/12/22 - Please see Phil before setting up on D10.  Plan is do the following: 1) Move the die to the last station (top-down will be die/anvil/support roll) 2) Pull the 2 liner trim lanes back under the anvil after the final die cut to the station before (top-down will be anvil/nip) 3) We need to clean both dies and apply die slide to both dies ASAP to give it time to cure before the next run. 4) Use a custom ""funnel"" design to try to feed 100 parts directly into a bag (this needs to be worked out on the next run).

PK 4/27/22 - Need to change the 0.43"" wide liner to 42# easy paper, if the customer approves of the most recent shipment.  Also need to add FRA 328 to the JJ because we switched the parent liner out with this as the tight-release liner.

Changing adhesive to AFTC 5319P -FW 1/14/2022"
6782,"Butt Cut Parts Foam squares - 10/sheet 1"" x 1""",5,Unit-Base M (Use for Finished Goods),7,"Butt Cut Parts - Foam squares - 10/sheet - 1"" x 1""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,14.2,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"2/1/2021 BH Order notification. Look into running 2 across. New die would be needed.
2/24/2022 DD. Added AB 1170 oiler roller. Works well with light coating of cevi juice to prevent lifting of squares."
6786,"Laser Cut Part 3M 8671 with Adh. both sides 7.5"" x 2""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Laser Cut Part - 3M 8671 with Adh. both sides - 7.5"" x 2""",Strouse-HQ,Can also run on Flashcut using JJ_6786 file.,TRUE,Average,Default Cost Category,TRUE,127.2166,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6800,"Sheeted Part 3M 427 17.22"" x 13.82""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 17.22"" x 13.82""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6801,"Sheeted Part 3M 427 14.72"" x 11.31""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 14.72"" x 11.31""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,13.578,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6813,"Sheeted Part 3M 427 24.48"" x 17.54""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 24.48"" x 17.54""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,26.9663,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6814,"Sheeted Part 3M 427 26.97"" x 19.99""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 26.97"" x 19.99""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,30.69,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6815,"Sheeted Part 3M 427 32.59"" x 18.13""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 32.59"" x 18.13""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,28.9853,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6816,"Sheeted Part 3M 427 35.14"" x 20.62""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 35.14"" x 20.62""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,36.01,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
